label,url,referenceUrl,hoverSelector,clickSelector,onReadyScript,onBeforeScript
Abbott Store PDP Page-48,https://abbottstore.com/pedialyte-powder-packs-variety-pack-64-count-56090.html,https://dev.abbottstore.com/content/abbott/en/infant_and_child/pedialyte/pedialyte_powderpacks/con002/pedialyte-powder-packs-variety-pack-64-count-56090.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-49,https://abbottstore.com/zoneperfect-keto-shake-white-chocolate-coconut-11-fl-oz-tetra-case-of-12-67260.html,https://dev.abbottstore.com/content/abbott/en/active_lifestyle/zoneperfect/zoneperfect_ketoshakes/con012/zoneperfect-keto-shake-white-chocolate-coconut-11-fl-oz-tetra-case-of-12-67260.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-50,https://abbottstore.com/pediasure-sidekicks-shake-strawberry-8-fl-oz-bottle-case-of-24-66916.html,https://dev.abbottstore.com/content/abbott/en/con010/pediasure-sidekicks-shake-strawberry-8-fl-oz-bottle-case-of-24-66916.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-51,https://abbottstore.com/enteralformula1-0calwithfiber-8-fl-ozcans-caseof24-51806.html,https://dev.abbottstore.com/content/abbott/en/infant_and_child/pediasure/pediasure_1_0_1_5/enteralformula1-0calwithfiber-8-fl-ozcans-caseof24-51806.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-52,https://abbottstore.com/pedialyte-strawberry-1-liter-bottle-case-of-8-53983.html,https://dev.abbottstore.com/content/abbott/en/infant_and_child/pedialyte/pedialyte_liquid/con003/pedialyte-strawberry-1-liter-bottle-case-of-8-53983.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-53,https://abbottstore.com/ensure-high-protein-nutrition-shake-strawberry-8-fl-oz-case-of-24-66546.html,https://dev.abbottstore.com/content/abbott/en/shop_by_need/nutrition_duringcancer/weight_maintenanceandnutrition/con026/ensure-high-protein-nutrition-shake-strawberry-8-fl-oz-case-of-24-66546.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-54,https://abbottstore.com/mini-treats-oatmeal-raisin-bars-0-70-oz-wrapper-case-of-36-63024.html,https://dev.abbottstore.com/content/abbott/en/diabetes_management/glucerna/glucerna_bars/con020/mini-treats-oatmeal-raisin-bars-0-70-oz-wrapper-case-of-36-63024.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-55,https://abbottstore.com/pediasure-grow-and-gain-shake-mix-powder-vanilla-14-1-oz-can-case-of-6-66959.html,https://dev.abbottstore.com/content/abbott/en/infant_and_child/pediasure/pediasure/con008/pediasure-grow-and-gain-shake-mix-powder-vanilla-14-1-oz-can-case-of-6-66959.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-56,https://abbottstore.com/similac-pro-advance-powder-singles-16-4g-stickpack-case-of-64-66781.html,https://dev.abbottstore.com/content/abbott/en/infant_and_child/similac/similac_pro-advance/con035/similac-pro-advance-powder-singles-16-4g-stickpack-case-of-64-66781.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-57,https://abbottstore.com/zoneperfect-pumpkin-spice-nutrition-bar-1-41-oz-wrapper-6-5-packs-66051.html,https://dev.abbottstore.com/content/abbott/en/active_lifestyle/zoneperfect/zoneperfect_nutritionbars/con001/zoneperfect-pumpkin-spice-nutrition-bar-1-41-oz-wrapper-6-5-packs-66051.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-58,https://abbottstore.com/unflavored-0-81-oz-packet-30-pack-66686p30.html,https://dev.abbottstore.com/content/abbott/en/shop_by_need/wound_care_management/juven/con056/unflavored-0-81-oz-packet-30-pack-66686p30.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
Abbott Store PDP Page-59,https://abbottstore.com/promote-vanilla-8-fl-oz-tetra-case-of-24-64834.html,https://dev.abbottstore.com/content/abbott/en/therapeutic_nutrition/promote/promote/promote-vanilla-8-fl-oz-tetra-case-of-24-64834.html,,body > div.root.responsivegrid > div > div.responsivegrid.aem-GridColumn.aem-GridColumn--default--12 > div > div.container.aem-GridColumn.aem-GridColumn--default--12 > section > div > div > section > ol > li:nth-child(2),,
